YEAR_ID,MONTH_ID,SEQ,CUTOFF_DATE,BORROWER_COUNT,BORROWER_CODE_NAME,JOINT,LENDING UNIT,LG,Major Industry,Account/Loan Type,Customer Size,Development Lending Program,Location,Region,Account Class,Interest Rate,Interest Type,Type of Facility,Collateral Type,Collateral Type Description,Source,Loan Term,No. of Days-Loan Term,Past Due Date,Loan Status,Area Code,   NPL   ,   Sum of Sum of Approved Amount   ,   Sum of Sum of Collateral Amount   ,   Sum of Sum of Release Amount   ,   Sum of Sum of Booked Reserves   ,   Sum of Sum of Loan Portfolio   ,MONTH_YEAR,GDP,INFL,UNEMP,USD,Month Name,IS_NPL,Interest Rate Range
2022,12,13,12/31/2022,1,BORROWER_1009,BORROWER_1009-2022-12,ILOILO LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,SME Loans - Small,Micro,ISSEP II,ILOILO,Western Visayas,PASS,6.5,Fixed,TERM LOAN,Secured,REAL ESTATE,JICA,Long Term,3106,,CUR,PA,0.00,6400000.00,17285000.00,5583157.88,0.00,5330000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1009,BORROWER_1009-2023-12,ILOILO LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,SME Loans - Small,Micro,ISSEP II,ILOILO,Western Visayas,SPECIALLY MENTIONED,6.5,Fixed,TERM LOAN,Secured,REAL ESTATE,JICA,Long Term,2468,,CUR,PA,0.00,6400000.00,18269000.00,5130000.00,261358.50,5010000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_1009,BORROWER_1009-2024-12,ILOILO LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,SME Loans - Small,Micro,ISSEP II,ILOILO,Western Visayas,SPECIALLY MENTIONED,6.5,Fixed,TERM LOAN,Secured,REAL ESTATE,JICA,Long Term,2468,,CUR,PA,0.00,6400000.00,18269000.00,5130000.00,337438.20,4710000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_1009,BORROWER_1009-2025-12,ILOILO LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,SME Loans - Small,Micro,ISSEP II,ILOILO,Western Visayas,PASS,6.5,Fixed,TERM LOAN,Secured,REAL ESTATE,JICA,Long Term,2468,,CUR,PA,0.00,6400000.00,18269000.00,5130000.00,158118.65,4310000.00,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_101,BORROWER_101-2019-12,CATBALOGAN LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Microfinance Loans,Micro,DBP RESPONSE-MSME Recovery,NORTHERN SAMAR,Eastern Visayas,CURRENT,7,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,248,,CUR,PA,0.00,1100000.00,0.00,900000.00,0.00,900000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_101,BORROWER_101-2020-12,CATBALOGAN LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Microfinance Loans,Micro,DBP RESPONSE-MSME Recovery,NORTHERN SAMAR,Eastern Visayas,CURRENT,6.8,Variable,REVOLVING CREDIT LINE,Unsecured,REAL ESTATE,DBP,Short Term,130,,CUR,PA,0.00,855000.00,1598500.00,855000.00,0.00,855000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_101,BORROWER_101-2021-12,CATBALOGAN LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Microfinance Loans,Micro,DBP RESPONSE-MSME Recovery,NORTHERN SAMAR,Eastern Visayas,PASS,3,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Medium Term,239,,CUR,PA,0.00,1624500.00,1598500.00,769500.00,0.00,749500.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,3.00% - 4.99%
2022,12,13,12/31/2022,1,BORROWER_101,BORROWER_101-2022-12,CATBALOGAN LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Microfinance Loans,Micro,DBP RESPONSE-MSME Recovery,NORTHERN SAMAR,Eastern Visayas,SPECIALLY MENTIONED,3,Fixed,TERM LOAN,Unsecured,(blank),DBP,Medium Term,1096,,CUR,PA,0.00,1012050.00,0.00,742550.00,0.00,624550.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,3.00% - 4.99%
2023,12,17,12/31/2023,1,BORROWER_101,BORROWER_101-2023-12,CATBALOGAN LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Microfinance Loans,Micro,DBP RESPONSE-MSME Recovery,NORTHERN SAMAR,Eastern Visayas,PASS,3,Fixed,TERM LOAN,Unsecured,(blank),DBP,Medium Term,1096,,CUR,PA,0.00,1012050.00,0.00,742550.00,0.00,441550.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,3.00% - 4.99%
2024,12,21,12/31/2024,1,BORROWER_101,BORROWER_101-2024-12,CATBALOGAN LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Microfinance Loans,Micro,DBP RESPONSE-MSME Recovery,NORTHERN SAMAR,Eastern Visayas,SPECIALLY MENTIONED,3,Fixed,TERM LOAN,Unsecured,(blank),DBP,Medium Term,1096,,CUR,PA,0.00,242550.00,0.00,242550.00,2270.87,92487.50,24-Dec,5.3,2.9,3.1,58.448,DEC,0,3.00% - 4.99%
2019,12,1,12/31/2019,1,BORROWER_1010,BORROWER_1010-2019-12,MALOLOS LENDING CENTER,NCLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,No Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,6.8,Variable,REVOLVING CREDIT LINE,Secured,MACHINERY & EQUIPMENT,DBP,Short Term,90,,CUR,PA,0.00,400000000.00,154332000.00,100000000.00,1712897.73,100000000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1010,BORROWER_1010-2020-12,MALOLOS LENDING CENTER,NCLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,No Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,6.5,Variable,REVOLVING CREDIT LINE,Secured,MACHINERY & EQUIPMENT,DBP,Short Term,90,,CUR,PA,0.00,400000000.00,154332000.00,97000000.00,3107944.34,97000000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1010,BORROWER_1010-2021-12,MALOLOS LENDING CENTER,NCLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,No Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,6,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0.00,102921580.00,59867200.00,102792000.00,15844808.78,92706000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_1010,BORROWER_1010-2022-12,MALOLOS LENDING CENTER,NCLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,No Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,6,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0.00,102921580.00,59867200.00,102792000.00,15844808.78,79258000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1010,BORROWER_1010-2023-12,MALOLOS LENDING CENTER,NCLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,No Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,8.7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0.00,102921580.00,59867200.00,102792000.00,15844808.78,59810000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_1010,BORROWER_1010-2024-12,MALOLOS LENDING CENTER,NCLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,No Program,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,8.3,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0.00,102921580.00,59867200.00,102792000.00,15844808.78,38362000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2019,12,1,12/31/2019,1,BORROWER_1011,BORROWER_1011-2019-12,GENERAL SANTOS LENDING CENTER,SWMLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",SME Loans - Small,Small,RESPONSE-No Program,SOUTH COTABATO,Soccsksargen,CURRENT,8,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,180,,CUR,PA,0.00,18000000.00,7331000.00,8000000.00,0.00,7700000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,8.00% - 9.99%
2020,12,5,12/31/2020,1,BORROWER_1011,BORROWER_1011-2020-12,GENERAL SANTOS LENDING CENTER,SWMLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",SME Loans - Small,Small,RESPONSE-No Program,SOUTH COTABATO,Soccsksargen,CURRENT,8,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,179,,CUR,PA,0.00,18000000.00,7331000.00,8000000.00,0.00,7100000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,8.00% - 9.99%
2021,12,9,12/31/2021,1,BORROWER_1011,BORROWER_1011-2021-12,GENERAL SANTOS LENDING CENTER,SWMLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",SME Loans - Small,Small,RESPONSE-No Program,SOUTH COTABATO,Soccsksargen,PASS,8,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,168,9/10/2021,PDO,NPA,6400000.00,18000000.00,7331000.00,7825000.00,139171.98,6400000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,1,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_1011,BORROWER_1011-2022-12,GENERAL SANTOS LENDING CENTER,SWMLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",SME Loans - Small,Small,RESPONSE-No Program,SOUTH COTABATO,Soccsksargen,PASS,7,Variable,TERM LOAN,Secured,OTHERS COLLATERAL,DBP,Medium Term,1826,,CUR,NPA,5350000.00,6000000.00,14662000.00,7750000.00,1107937.60,5350000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,1,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1011,BORROWER_1011-2023-12,GENERAL SANTOS LENDING CENTER,SWMLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",SME Loans - Small,Small,RESPONSE-No Program,SOUTH COTABATO,Soccsksargen,SUBSTANDARD UNSECURED,7,Variable,TERM LOAN,Secured,OTHERS COLLATERAL,DBP,Medium Term,1826,9/30/2023,PDO,NPA,4488345.90,6000000.00,14662000.00,7750000.00,555790.40,4488345.90,23-Dec,5.54,3.9,3.1,55.5877,DEC,1,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_1011,BORROWER_1011-2024-12,GENERAL SANTOS LENDING CENTER,SWMLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",SME Loans - Small,Small,RESPONSE-No Program,SOUTH COTABATO,Soccsksargen,SUBSTANDARD UNSECURED,7,Variable,TERM LOAN,Secured,OTHERS COLLATERAL,DBP,Medium Term,1826,,CUR,PA,0.00,3000000.00,7331000.00,4750000.00,732535.91,3702556.06,24-Dec,5.3,2.9,3.1,58.448,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_1011,BORROWER_1011-2025-12,GENERAL SANTOS LENDING CENTER,SWMLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",SME Loans - Small,Small,RESPONSE-No Program,SOUTH COTABATO,Soccsksargen,SPECIALLY MENTIONED,10,Fixed,TERM LOAN,Secured,OTHERS COLLATERAL,DBP,Medium Term,1553,,CUR,PA,0.00,3000000.00,7331000.00,3300000.00,0.00,2971852.35,2025-12,3,1.8,4.4,58.8488,DEC,0,10.00% - 11.99%
2019,12,1,12/31/2019,1,BORROWER_1012,BORROWER_1012-2019-12,DAVAO LENDING CENTER,SWMLG,EDUCATION ,Loans to Private Corp - Non Financial,Large,ISSEP II,DAVAO DEL SUR,Davao,CURRENT,5.3,Fixed,TERM LOAN,Unsecured,(blank),JICA,Medium Term,1551,,CUR,PA,0.00,10500000.00,0.00,10500000.00,88241.10,6562500.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1012,BORROWER_1012-2020-12,DAVAO LENDING CENTER,SWMLG,EDUCATION ,Loans to Private Corp - Non Financial,Large,ISSEP II,DAVAO DEL SUR,Davao,CURRENT,5.3,Fixed,TERM LOAN,Unsecured,(blank),JICA,Long Term,881,,CUR,PA,0.00,10500000.00,0.00,5906250.00,105464.24,5906250.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1012,BORROWER_1012-2021-12,DAVAO LENDING CENTER,SWMLG,EDUCATION ,Loans to Private Corp - Non Financial,Large,ISSEP II,DAVAO DEL SUR,Davao,PASS,5.3,Fixed,TERM LOAN,Unsecured,(blank),JICA,Long Term,697,,CUR,PA,0.00,10500000.00,0.00,5906250.00,78578.19,2531250.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1013,BORROWER_1013-2019-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES NORTE,Bicol,CURRENT,5.3,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,2205,,CUR,PA,0.00,1369775369.00,0.00,51126000.00,0.00,35371196.95,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1013,BORROWER_1013-2020-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES NORTE,Bicol,CURRENT,5.3,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,1866,,CUR,PA,0.00,1502127752.00,0.00,57418000.00,0.00,33557009.42,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1013,BORROWER_1013-2021-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES NORTE,Bicol,PASS,5.3,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,1866,,CUR,PA,0.00,1502127752.00,0.00,57418000.00,0.00,24926516.02,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_1013,BORROWER_1013-2022-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES NORTE,Bicol,PASS,5.3,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,1866,,CUR,PA,0.00,1323523824.00,0.00,42638000.00,0.00,16558997.50,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1013,BORROWER_1013-2023-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES NORTE,Bicol,PASS,5.3,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,1866,,CUR,PA,0.00,1323523824.00,0.00,42638000.00,0.00,9886214.11,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_1013,BORROWER_1013-2024-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES NORTE,Bicol,PASS,5.3,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,1866,,CUR,PA,0.00,1422463824.00,0.00,89813326.00,0.00,53644888.90,24-Dec,5.3,2.9,3.1,58.448,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_1013,BORROWER_1013-2025-12,NAGA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,CAMARINES NORTE,Bicol,PASS,7.5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,2320,,CUR,PA,0.00,148410000.00,0.00,49348913.00,0.00,44312819.24,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1015,BORROWER_1015-2019-12,LEGAZPI LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,No Program,MASBATE,Bicol,CURRENT,5.3,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2317,,CUR,PA,0.00,72000000.00,0.00,17835052.39,0.00,13109710.73,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1015,BORROWER_1015-2020-12,LEGAZPI LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,No Program,MASBATE,Bicol,CURRENT,5.3,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2317,,CUR,PA,0.00,72000000.00,0.00,17835052.39,0.00,10349771.57,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1015,BORROWER_1015-2021-12,LEGAZPI LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,No Program,MASBATE,Bicol,PASS,5.3,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2317,,CUR,PA,0.00,72000000.00,0.00,17835052.39,0.00,7589832.41,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_1015,BORROWER_1015-2022-12,LEGAZPI LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,No Program,MASBATE,Bicol,PASS,5.3,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2317,,CUR,PA,0.00,72000000.00,0.00,17835052.39,0.00,4829893.25,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1015,BORROWER_1015-2023-12,LEGAZPI LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,No Program,MASBATE,Bicol,PASS,5.6,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2317,,CUR,PA,0.00,72000000.00,0.00,17835052.39,0.00,2069954.09,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1016,BORROWER_1016-2019-12,DASMARIÑAS LENDING CENTER,SLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,Rehabilitation Support Program On Severe Events,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,7,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,90,,CUR,PA,0.00,630000000.00,204760600.00,175500000.00,100170.56,156000000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1016,BORROWER_1016-2020-12,DASMARIÑAS LENDING CENTER,SLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,Rehabilitation Support Program On Severe Events,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,7,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,183,,CUR,PA,0.00,620000000.00,166051600.00,170000000.00,2145853.14,170000000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1016,BORROWER_1016-2021-12,DASMARIÑAS LENDING CENTER,SLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,Rehabilitation Support Program On Severe Events,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,5.5,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,180,,CUR,PA,0.00,920000000.00,249077400.00,170000000.00,5175362.99,170000000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_1016,BORROWER_1016-2022-12,DASMARIÑAS LENDING CENTER,SLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,Rehabilitation Support Program On Severe Events,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,7,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,178,,CUR,PA,0.00,2810000000.00,819108500.00,189212150.70,0.00,180278101.40,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1016,BORROWER_1016-2023-12,DASMARIÑAS LENDING CENTER,SLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,Rehabilitation Support Program On Severe Events,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,8.8,Variable,REVOLVING CREDIT LINE,Secured,REM- COMMERCIAL,DBP,Short Term,178,,CUR,PA,0.00,1700000000.00,625740000.00,170000000.00,0.00,170000000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_1016,BORROWER_1016-2024-12,DASMARIÑAS LENDING CENTER,SLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,Rehabilitation Support Program On Severe Events,METRO MANILA,National Capital Region,SPECIALLY MENTIONED,8.3,Variable,REVOLVING CREDIT LINE,Secured,REM- COMMERCIAL,DBP,Short Term,178,,CUR,PA,0.00,1700000000.00,625740000.00,170000000.00,0.00,170000000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_1016,BORROWER_1016-2025-12,DASMARIÑAS LENDING CENTER,SLLG,MANUFACTURING,Loans to Private Corp - Non Financial,Large,Rehabilitation Support Program On Severe Events,METRO MANILA,National Capital Region,PASS,7.9,Variable,REVOLVING CREDIT LINE,Secured,REM- COMMERCIAL,DBP,Short Term,180,,CUR,PA,0.00,1700000000.00,567680000.00,170000000.00,0.00,170000000.00,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1018,BORROWER_1018-2019-12,DAVAO LENDING CENTER,SWMLG,CONSTRUCTION,SME Loans - Medium,Medium,MSME CENTER SEED,DAVAO DEL SUR,Davao,CURRENT,6,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,180,,CUR,PA,0.00,320000000.00,0.00,39000000.00,0.00,39000000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1018,BORROWER_1018-2020-12,DAVAO LENDING CENTER,SWMLG,CONSTRUCTION,SME Loans - Medium,Medium,MSME CENTER SEED,DAVAO DEL SUR,Davao,CURRENT,6.5,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,180,,CUR,PA,0.00,480000000.00,0.00,40000000.00,0.00,40000000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1018,BORROWER_1018-2021-12,DAVAO LENDING CENTER,SWMLG,CONSTRUCTION,SME Loans - Medium,Medium,MSME CENTER SEED,DAVAO DEL SUR,Davao,PASS,6.5,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,177,,CUR,PA,0.00,480000000.00,0.00,38014000.00,0.00,35014000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_1018,BORROWER_1018-2022-12,DAVAO LENDING CENTER,SWMLG,CONSTRUCTION,SME Loans - Medium,Medium,MSME CENTER SEED,DAVAO DEL SUR,Davao,PASS,7,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,180,,CUR,PA,0.00,2000000000.00,0.00,63800000.00,0.00,63800000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1018,BORROWER_1018-2023-12,DAVAO LENDING CENTER,SWMLG,CONSTRUCTION,SME Loans - Medium,Medium,MSME CENTER SEED,DAVAO DEL SUR,Davao,SPECIALLY MENTIONED,8.8,Variable,REVOLVING CREDIT LINE,Secured,REM- COMMERCIAL,DBP,Short Term,180,,CUR,PA,0.00,600000000.00,211300403.90,32960000.00,7206059.02,32960000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_1018,BORROWER_1018-2024-12,DAVAO LENDING CENTER,SWMLG,CONSTRUCTION,SME Loans - Medium,Medium,MSME CENTER SEED,DAVAO DEL SUR,Davao,SPECIALLY MENTIONED,8.8,Variable,REVOLVING CREDIT LINE,Secured,REM- COMMERCIAL,DBP,Short Term,29,,CUR,PA,0.00,600000000.00,31500000.00,18368000.00,5537143.81,18156800.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
